id,File_Name,energy,DockQ,num_clashes
T026.1,T026.1_T26_U20.M01,-16.25922966003418,0.1011999994516372,2.0
T026.1,T026.1_T26_U20.M02,-17.140897750854492,0.2452999949455261,0.0
T026.1,T026.1_T26_U20.M03,-17.37862205505371,0.2474000006914138,0.0
T026.1,T026.1_T26_U20.M04,-16.775707244873047,0.1040999963879585,0.0
T026.1,T026.1_T26_U20.M05,-20.8591365814209,0.1770000010728836,0.0
T026.1,T026.1_T26_U20.M06,-16.44078826904297,0.1070000007748603,1.0
T026.1,T026.1_T26_U20.M07,-16.603321075439453,0.1040000021457672,0.0
T026.1,T026.1_T26_U20.M08,-20.309797286987305,0.161200001835823,0.0
T026.1,T026.1_T26_U20.M09,-18.081323623657227,0.0285000000149011,0.0
T026.1,T026.1_T26_U20.M10,-20.80693626403809,0.1597999930381775,0.0
T026.1,T026.1_T26_U20.M100,-13.932669639587402,0.0212999992072582,26.0
T026.1,T026.1_T26_U20.M11,-15.095964431762695,0.0221999995410442,21.0
T026.1,T026.1_T26_U20.M12,-20.983379364013672,0.1753000020980835,0.0
T026.1,T026.1_T26_U20.M13,-20.6284294128418,0.4056000113487243,1.0
T026.1,T026.1_T26_U20.M14,-20.766258239746094,0.0533000007271766,0.0
T026.1,T026.1_T26_U20.M15,-19.979101181030277,0.4325000047683716,0.0
T026.1,T026.1_T26_U20.M16,-20.65165138244629,0.1512999981641769,0.0
T026.1,T026.1_T26_U20.M17,-14.23060131072998,0.0217000003904104,25.0
T026.1,T026.1_T26_U20.M18,-20.32805061340332,0.1781000047922134,0.0
T026.1,T026.1_T26_U20.M19,-17.35118865966797,0.0285999998450279,0.0
T026.1,T026.1_T26_U20.M20,-20.986555099487305,0.1517000049352646,0.0
T026.1,T026.1_T26_U20.M21,-21.83121109008789,0.4180000126361847,0.0
T026.1,T026.1_T26_U20.M22,-15.859404563903809,0.0819000005722045,0.0
T026.1,T026.1_T26_U20.M23,-21.421594619750977,0.4715999960899353,0.0
